Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
31,1,Australia,,0,0,1,1,3,0,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0
27,2,Hungary,,1,1,0,2,0,1,1,0,0,0,0,0,3,1,2,0,0,0,2,0,0
23,1,Sweden,,0,0,0,1,1,0,1,2,0,0,2,2,0,0,0,2,1,2,2,1,0
21,1,Canada,,0,0,0,0,2,0,1,2,2,2,0,2,4,1,2,0,0,0,2,2,0
27,2,Australia,,0,1,1,2,1,0,1,0,1,0,0,0,2,1,0,2,2,0,0,0,0
39,1,United States,WI,0,1,1,3,2,1,1,1,1,1,1,2,1,1,0,2,1,0,0,0,0
26,1,United States,CA,0,1,1,0,5,0,1,2,0,0,2,2,4,2,0,0,0,0,0,0,0
27,1,United Kingdom,,0,0,0,0,1,0,1,2,0,0,0,2,4,2,2,2,2,0,0,2,0
22,2,United States,CA,0,1,1,2,4,0,1,1,1,0,2,2,4,0,0,2,2,0,0,0,1
26,2,United States,MN,0,1,1,3,3,0,0,2,0,0,0,2,2,2,0,0,0,0,2,0,0
31,2,United States,PA,0,1,1,1,3,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
32,1,United Kingdom,,0,0,0,0,1,0,1,2,0,0,0,2,4,0,0,1,1,1,1,1,0
28,2,United States,CA,0,1,1,3,3,1,1,1,0,0,2,2,4,1,1,2,2,0,0,0,1
28,3,United Kingdom,,0,1,1,1,3,0,1,0,2,0,0,1,2,1,1,2,2,1,0,0,1
23,2,United Kingdom,,0,0,0,4,1,0,1,2,2,0,0,2,0,2,0,0,2,0,1,1,0
30,1,United Kingdom,,0,0,0,0,2,1,1,2,2,2,2,2,0,0,0,1,1,2,2,1,0
36,1,United States,CA,0,1,1,2,5,0,1,1,0,0,1,2,2,1,0,2,1,0,1,0,0
21,1,United States,CA,0,1,0,4,5,0,1,1,1,1,1,1,4,0,0,2,1,0,2,1,0
30,1,Germany,,0,0,0,3,2,0,1,0,0,2,0,2,1,2,0,2,2,2,1,2,0
25,2,United States,CA,0,1,0,4,4,0,0,2,2,0,0,2,4,2,0,2,2,0,2,2,0
32,1,New Zealand,,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,2,1,2,1,2,0
29,2,Canada,,0,0,1,2,0,0,1,0,0,0,0,2,4,2,0,2,2,0,0,1,0
21,3,United Kingdom,,0,0,1,2,2,0,1,0,1,1,0,1,1,2,0,2,2,0,0,1,0
27,2,New Zealand,,0,1,1,1,3,1,1,0,0,0,0,2,1,2,2,2,2,0,1,2,0
32,2,Canada,,0,0,1,3,5,0,0,2,2,2,2,2,4,2,0,2,2,0,0,2,0
34,1,Australia,,0,0,0,2,5,0,1,1,1,1,1,1,0,0,0,2,1,0,2,1,0
33,1,United States,NY,0,0,0,4,2,0,1,2,0,2,2,2,4,1,0,2,0,0,2,2,0
22,1,Netherlands,,0,1,1,2,1,1,1,0,2,0,2,2,1,0,0,2,1,2,1,1,0
24,1,United States,CA,0,0,0,4,5,0,1,2,2,2,2,2,4,2,2,2,2,0,0,1,0
65,1,United States,FL,1,0,0,4,1,1,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0
27,1,United States,OR,0,1,1,2,3,1,1,2,0,0,2,2,4,0,0,2,0,0,0,1,0
33,1,Australia,,0,0,0,0,5,0,1,2,2,2,2,1,0,0,0,2,1,2,1,1,0
36,1,United States,CO,0,0,1,1,2,0,1,2,2,0,2,2,4,0,0,2,2,0,0,2,0
40,1,Canada,,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,2,2,0,0,0,0
28,1,United States,GA,0,0,1,2,5,0,1,1,1,0,0,1,2,2,0,2,0,0,2,0,0
39,1,United States,OR,0,0,1,2,4,0,1,1,2,1,2,1,4,1,2,1,1,0,2,2,0
32,1,United States,CA,0,0,1,2,5,0,1,1,0,0,1,2,1,0,0,1,2,2,1,2,0
31,1,United States,CA,0,1,0,2,5,0,1,1,2,2,2,2,1,2,0,0,2,0,1,0,0
38,1,United States,PA,0,1,1,2,3,0,1,2,0,0,0,2,4,2,2,2,0,0,0,2,0
23,1,United States,CA,0,1,1,1,0,0,1,0,1,0,0,2,4,2,0,2,1,0,0,1,0
42,1,United States,CA,0,0,1,3,5,0,1,1,1,1,1,1,1,2,2,1,1,2,2,2,0
27,2,United States,NY,0,0,0,2,4,0,1,2,2,2,1,2,4,0,0,2,1,0,0,1,0
26,2,United States,MA,0,1,1,2,2,0,1,1,1,0,0,1,2,0,0,1,1,0,0,0,1
50,1,United States,,0,0,0,0,2,1,1,0,1,0,0,2,4,0,0,0,0,0,2,0,0
37,1,United States,PA,0,1,0,0,2,0,1,2,0,0,2,2,1,0,0,1,1,0,0,1,0
23,1,United States,RI,0,0,0,4,2,0,1,2,0,2,0,2,4,0,0,1,1,0,2,2,0
33,1,United States,MI,0,1,0,2,1,1,1,2,2,0,0,1,0,0,0,2,1,0,0,1,0
29,1,Canada,,1,0,0,0,2,1,1,1,1,0,0,1,3,1,0,2,0,0,1,0,0
34,1,United States,IL,0,1,1,2,2,1,0,1,0,0,0,2,4,2,0,2,2,0,2,2,0
41,1,United States,CA,0,1,1,3,5,0,1,1,0,0,0,2,4,2,2,2,2,0,0,2,1
50,1,United States,OR,0,1,0,4,3,1,1,2,0,0,2,2,4,0,0,2,1,2,2,2,0
29,1,Canada,,0,0,1,0,5,0,0,1,2,1,1,1,2,2,0,2,0,0,2,2,1
35,1,United States,IN,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,2,2,1,0
27,1,Singapore,,0,0,0,2,0,1,1,0,0,0,0,1,4,1,0,2,1,0,0,0,0
40,2,United States,MA,0,0,0,0,2,0,0,2,2,0,0,2,1,2,2,1,1,2,2,2,0
27,1,Australia,,0,0,1,3,3,1,1,0,0,0,0,2,4,2,0,2,0,0,2,0,1
29,2,United States,MI,0,0,0,0,2,0,1,1,1,1,0,1,4,2,0,2,2,0,2,2,1
31,1,United States,OH,0,1,1,2,1,0,1,0,0,0,0,2,1,2,0,1,1,0,2,2,0
43,1,United States,OH,0,0,1,2,1,0,1,0,1,0,0,2,1,0,0,1,1,0,2,2,0
34,1,United States,NH,0,1,1,2,2,1,1,1,1,0,0,2,4,2,0,2,2,0,1,2,1
29,1,United States,OH,0,1,1,2,2,0,1,2,0,0,0,0,2,1,0,2,2,0,2,2,0
19,1,Canada,,0,1,1,2,0,0,1,0,0,0,0,2,4,2,2,2,0,0,2,2,0
41,1,United States,TN,0,1,1,2,5,0,1,1,2,1,1,2,4,2,0,2,2,0,0,0,0
29,1,United States,OR,0,1,0,0,3,0,1,1,1,1,1,2,4,0,0,2,1,0,2,1,0
23,1,United States,PA,0,0,0,1,3,0,1,1,2,2,2,2,4,0,0,2,2,0,0,1,0
24,2,United States,,0,1,1,2,3,0,1,1,2,0,0,2,2,1,2,0,0,0,0,0,1
31,1,United States,NY,0,0,0,4,2,1,1,2,0,0,2,2,4,1,0,0,0,0,2,2,0
43,1,United States,WA,0,0,0,4,4,1,1,2,2,2,2,2,4,0,0,1,1,0,0,1,0
31,1,United States,NY,0,1,1,1,3,0,1,0,0,0,2,2,2,1,1,2,0,0,0,0,1
29,1,United States,CA,0,1,0,3,3,0,1,1,1,1,1,2,4,0,0,2,1,0,0,2,0
35,1,United States,TN,1,1,0,4,1,1,1,0,0,1,1,2,0,0,0,1,1,0,2,1,0
33,1,United States,WI,0,1,1,2,3,0,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0
30,2,United States,WI,1,1,1,3,0,1,0,0,1,0,1,1,2,0,0,1,1,0,0,1,0
27,1,United States,PA,0,0,0,4,5,0,1,1,2,2,2,1,4,2,2,0,0,0,2,0,0
32,1,United States,MI,0,0,0,2,3,0,1,0,1,0,0,2,4,2,2,2,2,0,0,0,0
50,1,United States,WY,0,0,0,2,0,1,1,2,0,0,2,2,4,1,2,2,2,0,2,2,0
24,1,United States,KY,0,0,0,0,2,0,0,2,2,0,0,2,4,2,1,2,0,0,2,0,0
27,1,United States,NY,0,0,0,4,2,0,1,2,0,0,0,2,4,0,0,1,1,0,2,1,0
27,1,Australia,,0,0,0,0,0,1,1,0,0,0,0,2,4,1,0,0,0,0,2,2,0
32,1,United States,TX,0,0,1,2,1,0,1,0,1,0,0,1,1,0,0,2,1,2,2,1,0
42,1,United States,WI,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,2,1,2,2,1,0
37,1,United States,WA,0,0,0,3,5,0,0,2,0,0,0,2,4,2,0,2,0,0,0,0,0
30,1,Singapore,,0,0,0,2,2,0,1,2,2,0,0,2,1,2,0,2,0,0,1,0,1
29,1,United States,WA,0,0,0,1,5,0,1,1,0,0,0,2,0,1,2,2,0,0,0,2,0
30,1,United States,GA,1,0,1,3,1,1,1,0,2,0,1,2,2,0,0,1,1,0,2,1,0
35,1,United States,MI,0,0,0,0,2,0,1,1,0,1,2,2,4,0,0,2,2,2,2,1,0
35,1,United States,MD,0,1,1,1,3,1,0,1,1,0,0,1,3,1,0,2,0,0,2,0,0
38,1,Netherlands,,0,1,0,3,2,1,1,0,2,0,2,2,4,2,2,2,2,2,2,2,0
22,1,United Kingdom,,0,1,1,2,3,0,1,1,1,0,0,1,0,0,0,2,1,2,1,1,0
24,1,Germany,,0,1,0,2,3,0,1,2,0,0,0,2,1,0,0,2,2,0,2,2,0
22,1,Netherlands,,1,0,0,0,0,0,1,2,2,0,0,2,4,0,2,2,1,2,1,0,1
31,2,United States,WA,0,0,1,3,2,1,1,1,1,0,0,2,0,2,0,2,2,0,1,2,0
23,2,United States,CA,0,1,1,2,5,0,1,1,1,1,1,1,1,1,2,0,0,0,0,2,0
31,2,United States,OR,0,1,1,2,3,0,1,2,0,0,0,2,4,0,0,2,2,0,0,2,0
28,2,United States,CA,0,1,1,1,4,0,1,1,1,1,1,2,2,2,0,0,2,0,0,0,0
37,3,Canada,,0,1,1,2,3,0,0,1,1,0,0,2,2,1,2,2,2,0,2,0,0
34,1,United States,CA,1,1,1,2,1,0,1,0,1,0,0,1,1,0,0,2,2,0,0,0,0
32,1,Canada,,0,0,0,2,2,1,1,0,1,0,0,1,3,1,2,2,0,0,2,0,1
28,1,United States,MI,0,1,1,2,2,1,1,1,2,0,2,2,4,1,0,2,2,0,0,2,1
24,2,United Kingdom,,0,0,1,2,3,0,1,0,0,0,0,2,4,2,0,0,2,0,2,2,0
56,1,United States,MA,0,1,1,1,1,0,1,1,1,0,0,2,4,1,2,2,2,0,0,2,0
31,1,Germany,,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,0
34,2,United States,CA,0,0,1,2,3,1,1,1,1,0,2,2,1,2,0,2,1,0,0,1,0
35,1,Germany,,0,0,1,1,3,0,0,2,0,1,2,2,0,0,0,2,1,0,0,1,0
28,1,Germany,,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,2,2,1,1,2,0
36,1,Poland,,1,1,1,3,1,0,1,0,0,0,0,2,1,0,0,2,1,2,2,1,1
30,1,United Kingdom,,0,0,1,3,2,0,1,0,0,0,0,1,1,0,0,2,1,0,2,1,0
35,1,United States,,1,0,0,4,0,1,1,1,2,0,0,1,0,0,0,2,1,0,0,1,0
49,1,Japan,,1,1,1,2,0,1,1,0,1,1,0,2,2,1,1,0,0,0,0,0,1
36,1,Germany,,0,0,0,4,2,0,1,1,1,0,0,1,0,0,0,2,1,2,2,1,0
35,1,Germany,,0,0,0,4,2,0,1,0,0,0,0,2,0,2,0,2,2,0,0,2,0
29,2,Australia,,0,1,1,2,5,0,0,1,1,1,1,0,2,1,0,2,2,0,0,0,1
57,1,United States,CA,0,0,0,0,2,0,1,1,1,0,1,1,2,1,2,0,0,0,2,2,1
31,2,Belgium,,0,1,1,1,3,0,0,1,0,0,0,0,4,2,0,2,0,0,0,2,1
37,1,Ireland,,1,0,0,0,1,0,1,0,0,0,0,2,4,1,2,0,0,0,2,2,0
25,1,Ireland,,0,1,1,2,2,0,1,0,0,0,0,2,4,2,0,2,2,0,2,0,0
30,1,Australia,,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,2,2,0,0,2,0
26,2,Australia,,0,1,0,2,3,0,0,0,1,1,1,2,1,0,0,1,1,0,0,2,0
22,2,Netherlands,,0,0,0,3,1,0,1,0,0,0,0,2,4,0,0,0,2,0,1,2,0
39,1,United States,FL,0,0,0,1,5,1,0,2,0,1,1,2,4,0,0,2,2,0,2,2,0
29,1,United Kingdom,,0,1,1,0,3,0,1,2,2,2,2,2,4,2,2,0,0,0,0,0,0
54,1,United Kingdom,,1,1,1,2,0,1,1,2,2,0,0,2,0,0,0,2,1,1,1,2,1
34,2,Australia,,0,1,0,0,4,0,0,2,0,1,1,2,4,1,2,0,0,0,0,2,1
32,1,United States,WA,0,0,1,0,4,0,0,1,2,1,1,2,0,2,0,0,0,0,0,1,0
25,1,Nigeria,,0,0,0,4,1,0,1,0,0,0,0,2,4,2,0,1,1,0,1,2,0
29,1,Poland,,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2,0,0,0,1,0
32,1,Germany,,1,0,0,0,0,1,1,0,0,0,0,2,4,0,0,2,1,0,2,2,0
30,1,United Kingdom,,0,1,1,2,5,0,1,1,1,0,2,1,4,2,0,2,1,0,1,1,0
31,1,Germany,,0,0,0,4,1,0,1,2,0,0,2,2,1,0,0,2,1,2,2,2,0
20,2,Switzerland,,0,0,0,1,5,0,1,1,1,1,1,1,1,0,0,2,2,0,2,1,0
27,1,United Kingdom,,0,0,0,0,0,0,1,2,0,0,2,2,4,0,0,2,1,2,2,2,0
32,1,United States,CA,0,0,0,0,5,0,1,2,2,2,2,2,4,2,2,2,2,0,0,2,0
26,1,Ireland,,1,0,0,0,0,1,1,0,0,0,0,2,2,2,0,2,1,2,2,1,0
30,1,Italy,,0,0,0,2,5,0,0,2,0,0,0,1,0,0,0,2,2,0,0,2,0
30,1,Ireland,,0,0,1,2,2,1,1,0,0,2,0,2,3,2,2,2,0,0,0,0,0
22,1,India,,1,0,0,4,0,1,1,2,0,2,2,2,0,2,2,2,2,2,2,1,1
24,1,Ireland,,0,0,0,4,5,0,1,2,2,2,2,2,4,0,0,0,0,0,0,2,0
26,1,Netherlands,,0,0,0,0,2,0,1,0,0,0,0,2,4,2,2,0,0,0,0,2,0
43,1,France,,0,0,0,4,3,0,1,2,0,0,0,2,4,0,0,2,1,2,2,2,0
26,1,Russia,,0,0,0,0,2,0,1,0,2,0,2,2,2,0,0,2,0,0,2,2,0
23,1,United States,NC,0,1,0,2,1,0,1,2,2,0,2,2,4,2,0,0,0,0,2,2,0
26,1,Canada,,0,0,0,4,3,1,1,1,2,2,1,2,1,0,0,2,2,0,0,1,0
26,2,Israel,,0,1,0,0,3,0,1,2,0,2,2,2,4,2,0,2,0,0,0,1,0
35,1,Canada,,0,1,0,2,2,0,1,2,0,0,0,2,4,2,2,2,2,0,0,0,0
28,1,United States,IL,0,0,1,2,2,1,0,2,2,0,2,2,4,0,0,2,1,0,2,2,0
22,1,India,,0,0,0,4,2,0,1,0,0,0,0,2,4,2,2,2,1,2,2,2,0
29,2,United States,OH,0,1,1,1,1,0,1,2,0,0,0,2,4,1,0,0,0,0,0,2,0
29,1,Germany,,1,0,0,4,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0
45,1,United States,VA,0,0,1,3,0,1,1,1,2,0,1,2,0,0,0,1,1,0,2,1,0
33,1,Bulgaria,,0,0,1,1,2,1,1,0,0,0,0,2,1,2,0,2,2,0,2,2,1
38,1,United States,MN,0,0,1,2,5,0,0,1,1,1,1,2,4,0,0,2,1,0,0,2,0
19,2,United States,MO,0,1,1,3,2,0,0,2,2,0,0,2,2,2,2,0,0,0,2,0,0
29,2,Canada,,0,0,1,1,5,1,0,1,1,1,2,1,1,0,0,0,1,0,2,2,0
21,2,United Kingdom,,0,0,0,4,1,0,1,0,0,0,0,2,4,1,2,2,0,0,0,2,0
23,2,India,,0,1,1,2,5,0,1,2,2,0,2,2,4,1,2,0,0,0,0,2,0
33,2,United States,NC,0,1,1,1,5,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,0
49,1,United States,NY,0,1,1,2,3,0,1,1,2,1,1,1,1,2,2,2,1,0,0,1,0
28,1,United States,NM,0,0,0,4,2,1,1,2,0,0,0,2,4,2,0,2,0,0,0,2,0
27,2,United Kingdom,,0,0,1,2,1,1,1,2,2,1,2,1,0,0,0,1,1,2,2,1,0
23,1,Canada,,0,0,1,2,1,0,1,1,0,0,0,2,1,2,2,2,2,0,0,2,0
29,1,Netherlands,,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2,1,0
30,1,Germany,,0,0,0,4,2,0,1,2,0,0,2,1,1,0,0,2,0,2,2,2,0
28,2,Canada,,0,0,0,4,5,0,1,1,2,2,2,2,1,0,0,2,1,0,0,2,0
32,1,United Kingdom,,0,0,0,4,1,0,1,0,0,0,0,2,4,1,0,0,0,0,1,0,0
32,1,United Kingdom,,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
37,1,France,,0,0,0,4,3,0,1,0,0,0,0,2,1,2,2,2,2,0,2,0,0
39,2,United States,TX,0,0,0,4,5,1,0,0,1,0,0,2,3,1,2,0,0,0,2,0,0
31,1,France,,0,0,0,4,4,0,1,2,0,0,2,2,4,2,2,2,0,0,0,1,0
29,1,United States,SC,0,0,0,4,1,0,1,0,0,0,2,2,2,2,2,2,0,0,0,2,0
30,1,United States,FL,0,0,0,4,3,0,0,1,0,0,2,2,4,2,0,2,1,0,0,2,0
33,1,United States,WA,1,1,1,1,0,1,1,0,1,1,1,0,3,0,0,1,1,0,0,1,1
37,1,United States,CA,0,1,1,2,3,0,1,1,1,2,2,1,4,2,0,1,1,0,0,2,0
23,1,United States,OH,0,0,1,3,2,0,0,1,1,1,0,1,1,0,0,2,1,0,2,1,0
43,1,United States,TN,0,1,1,2,2,0,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0
32,1,United Kingdom,,0,0,1,1,3,0,1,2,0,0,0,2,4,2,0,1,1,0,2,0,1
26,1,United States,NY,0,0,0,0,2,0,1,2,2,0,0,2,4,1,1,2,0,0,0,0,0
32,1,United States,NY,1,0,1,2,0,1,1,2,2,2,2,2,0,0,0,1,1,1,1,2,0
37,2,United States,MO,0,0,0,4,2,1,1,2,2,0,2,2,4,1,0,2,0,0,0,2,0
29,1,United States,NY,0,0,1,3,2,0,1,1,1,0,0,1,0,0,0,1,1,2,2,1,0
34,1,United Kingdom,,0,0,0,4,1,0,1,0,0,0,0,2,1,2,2,2,1,0,2,2,0
27,1,France,,0,0,0,4,1,0,1,2,2,2,2,2,4,0,0,1,1,0,0,1,0
30,1,United States,TN,0,1,0,0,3,0,1,2,0,0,2,2,0,0,0,2,1,0,2,2,0
29,1,United States,CO,0,0,0,0,1,0,1,1,1,0,1,1,4,2,0,2,2,0,0,0,0
32,1,United States,PA,1,1,1,2,0,1,1,1,1,2,2,2,3,1,2,2,0,0,0,0,0
-1726,1,United Kingdom,,0,0,1,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2,0
25,1,Germany,,0,0,0,4,4,0,1,1,1,2,1,1,1,2,2,2,1,1,1,1,0
37,1,United States,NY,1,0,0,4,1,1,1,1,1,1,0,1,1,0,0,1,1,2,2,1,0
29,1,Netherlands,,0,1,0,4,1,0,1,0,0,0,0,2,0,0,0,2,1,0,2,1,0
27,1,United States,MN,0,0,0,4,2,0,1,1,2,0,2,2,4,0,0,1,1,0,0,2,0
33,1,United Kingdom,,0,0,0,4,1,0,1,2,0,0,0,2,4,2,0,2,2,0,2,2,0
30,1,Canada,,0,1,1,2,5,0,0,2,0,0,0,0,3,1,0,2,0,0,1,0,1
29,1,Canada,,0,0,0,4,0,1,1,0,1,0,0,2,2,2,2,1,1,0,2,2,0
25,1,United States,MO,0,1,1,0,1,1,1,2,0,1,2,2,4,1,0,2,1,0,0,0,0
33,1,United States,WY,0,1,1,2,0,0,0,0,1,0,0,2,4,0,0,2,1,2,2,2,0
31,1,South Africa,,0,0,0,0,3,1,1,0,0,0,0,0,4,0,0,2,2,0,2,0,0
21,1,Germany,,0,0,0,1,1,1,1,2,0,0,0,2,0,2,2,2,2,0,2,0,0
30,1,Switzerland,,0,1,1,2,2,0,1,2,0,0,0,0,3,1,1,0,0,0,0,0,0
29,1,United States,MN,0,0,0,4,5,0,0,2,2,2,2,2,4,0,0,1,1,0,0,0,0
43,1,Croatia,,1,0,1,2,0,1,1,0,0,0,0,1,3,1,0,1,0,0,2,0,1
37,1,United Kingdom,,0,0,1,3,1,0,1,0,0,0,0,2,4,1,0,1,1,2,1,0,0
24,1,France,,0,0,0,4,2,0,1,0,0,1,0,2,4,2,0,1,2,0,0,2,0
29,1,United States,MD,0,0,0,4,1,1,1,2,2,0,0,2,0,0,0,1,1,0,0,2,0
31,1,United States,KY,0,0,0,4,2,0,0,1,1,1,1,1,4,0,0,1,1,0,0,2,0
5,1,United States,OH,0,0,0,4,3,0,1,2,2,0,0,2,1,0,0,1,1,0,0,1,0
33,1,United Kingdom,,1,0,0,0,3,0,0,0,2,0,0,2,0,0,0,1,2,0,1,0,0
43,1,United States,NY,0,0,0,4,5,0,0,1,1,2,1,1,4,0,0,2,1,0,2,2,0
33,1,United Kingdom,,0,0,1,2,2,0,1,2,2,0,0,2,4,2,0,2,0,0,2,2,0
27,1,United Kingdom,,0,0,0,4,1,0,1,0,0,0,1,1,4,2,0,1,2,0,1,1,0
36,1,United States,TN,0,1,1,2,5,1,0,2,0,2,2,2,4,1,2,0,0,0,2,2,0
37,1,Australia,,0,1,1,2,2,0,1,0,1,0,0,1,0,0,0,2,1,0,2,1,1
32,1,Belgium,,0,0,0,4,1,0,1,0,1,0,0,2,3,1,2,0,0,0,0,0,0
39,1,United Kingdom,,0,0,1,2,3,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0
31,1,United States,TX,0,1,1,2,2,0,1,1,1,0,2,2,1,2,0,2,1,2,1,2,0
36,1,United States,OH,0,0,1,2,3,1,1,1,1,0,0,2,3,2,2,2,2,2,2,2,0
30,1,United States,TX,1,0,1,2,2,1,1,2,2,2,2,2,4,0,0,2,2,0,1,2,0
28,1,Canada,,0,0,0,4,1,0,1,1,2,0,2,1,0,0,0,2,1,2,2,1,0
32,1,Italy,,0,0,0,4,1,0,1,0,0,0,0,0,2,2,0,2,0,2,2,0,0
35,1,United States,CA,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0
19,1,Canada,,0,0,1,2,2,0,1,2,2,0,0,2,2,0,0,2,1,0,1,2,0
33,1,Norway,,0,1,0,4,2,0,1,1,1,0,0,2,0,0,0,2,1,0,0,2,0
42,1,Germany,,0,0,0,4,5,1,1,2,2,1,1,1,0,0,0,2,0,0,2,1,0
37,1,United States,MI,0,1,1,2,3,0,1,2,2,2,2,2,4,2,0,2,2,0,0,2,0
40,1,Thailand,,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,2,2,1,0
36,1,United States,CA,0,0,0,0,5,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0
29,2,United States,OR,0,1,1,2,2,1,0,2,0,0,2,2,4,2,0,2,1,0,2,2,0
38,2,United States,NC,0,1,1,2,2,0,0,1,2,0,2,2,4,2,0,0,0,0,0,2,0
26,1,United States,CA,0,1,1,2,5,0,1,1,0,1,2,2,2,1,2,0,0,0,2,0,0
34,1,Germany,,0,0,0,1,2,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1,0
21,1,United States,IL,0,0,1,3,5,0,0,0,1,0,0,0,4,1,0,2,2,0,1,0,1
31,1,Canada,,1,1,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
37,2,United States,CA,0,1,1,1,2,0,0,1,1,1,1,2,4,2,2,1,2,0,2,1,0
37,1,Ireland,,0,1,1,2,0,0,1,0,0,0,0,2,0,0,0,1,1,2,2,1,0
38,1,Ireland,,0,1,1,2,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0
27,2,United States,CA,0,0,1,2,3,0,1,2,2,1,2,2,1,1,0,2,0,0,2,0,0
39,1,Netherlands,,1,0,0,4,1,0,1,0,0,1,0,1,1,0,0,2,1,2,2,1,0
33,2,United States,AZ,1,1,1,2,0,0,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0
27,1,United Kingdom,,0,0,0,0,2,0,1,2,2,0,2,2,1,0,0,2,0,1,1,2,0
36,2,United States,CA,0,0,1,0,1,1,1,1,0,0,0,2,4,2,2,2,2,0,0,0,0
28,1,United Kingdom,,0,0,0,0,2,0,1,2,2,0,0,2,1,0,0,2,1,2,1,2,0
39,1,United Kingdom,,0,0,1,2,4,0,0,2,0,0,0,2,4,2,2,2,2,0,0,2,0
33,1,United States,VA,1,1,1,2,0,1,1,0,1,0,0,1,0,2,2,1,1,0,0,1,0
32,1,United Kingdom,,0,0,0,4,5,0,0,2,2,0,2,2,4,2,0,2,2,0,1,2,0
28,1,United Kingdom,,0,0,0,4,5,0,0,2,2,0,2,2,4,0,0,2,2,1,1,0,0
37,1,United Kingdom,,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,2,1,0,2,0,1
39,1,Canada,,0,0,1,2,3,0,0,1,1,1,1,1,0,1,0,2,1,0,2,0,1
43,1,United States,VA,0,0,0,2,1,1,1,2,0,0,2,2,4,2,0,0,0,0,2,0,0
32,3,United Kingdom,,0,0,1,2,5,0,0,2,0,1,1,2,4,0,0,1,2,1,1,1,1
27,2,United States,WA,0,0,0,4,5,0,1,2,2,0,1,2,4,2,0,2,1,0,0,2,0
31,2,United Kingdom,,0,0,0,4,1,0,1,2,0,0,0,2,4,0,0,1,1,2,2,2,0
43,1,United Kingdom,,0,0,1,0,2,0,1,2,0,0,2,2,4,0,0,1,1,1,1,2,0
33,1,United States,WI,0,0,1,2,1,1,1,0,1,0,0,1,2,0,0,1,1,1,1,2,0
34,1,United Kingdom,,0,1,1,2,5,0,1,2,2,2,2,1,0,0,0,2,1,0,2,1,0
33,1,United States,CA,1,0,0,4,0,0,1,2,0,0,0,2,4,0,0,1,1,0,2,2,0
25,1,United States,CA,0,0,0,4,1,0,1,2,0,0,0,2,4,0,0,2,1,0,0,2,0
25,1,United States,NE,0,1,1,2,5,0,0,1,1,1,1,1,4,2,0,2,2,0,0,0,1
32,1,United Kingdom,,1,1,0,4,0,0,1,0,1,0,0,1,1,0,0,0,1,0,2,0,0
25,1,United States,CO,0,1,1,2,2,0,1,1,1,2,2,1,4,2,0,2,2,0,2,2,0
37,1,Netherlands,,0,0,0,4,3,1,0,2,0,2,2,2,1,2,0,1,1,0,0,2,0
39,1,Switzerland,,0,0,1,0,5,0,1,1,1,1,1,1,1,0,0,2,2,0,2,1,0
29,1,United Kingdom,,0,0,0,1,3,0,1,2,2,0,0,2,1,0,0,2,1,0,2,2,1
33,1,United States,NY,0,0,1,2,5,0,1,1,1,2,2,2,4,2,2,2,2,0,0,2,0
37,2,United States,TX,0,0,1,3,1,1,1,2,2,0,0,1,2,1,0,2,2,0,1,0,1
35,2,United States,LA,0,0,1,2,3,0,0,1,0,0,0,1,3,1,2,0,2,0,1,0,1
22,2,United States,WA,0,1,1,2,5,0,1,2,2,2,2,2,3,1,2,2,2,0,2,0,1
38,1,United States,MI,0,0,0,0,2,0,1,1,1,0,0,2,1,2,0,2,1,0,2,0,1
32,2,United States,CA,0,1,1,3,3,0,1,1,0,0,2,2,4,1,0,2,1,0,0,2,0
